trans_freq,receiver_1_pos_x,receiver_1_pos_y,receiver_1_vel_x,receiver_1_vel_y,receiver_2_pos_x,receiver_2_pos_y,receiver_2_vel_x,receiver_2_vel_y,receiver_3_pos_x,receiver_3_pos_y,receiver_3_vel_x,receiver_3_vel_y,receiver_4_pos_x,receiver_4_pos_y,receiver_4_vel_x,receiver_4_vel_y,receiver_5_pos_x,receiver_5_pos_y,receiver_5_vel_x,receiver_5_vel_y,receiver_6_pos_x,receiver_6_pos_y,receiver_6_vel_x,receiver_6_vel_y,label
1000,273.5379363499817,312.4841557149016,65.97401734477455,138.52419648553132,-345.4896707710478,-451.3562562899423,-312.03859267637057,-29.033543969580364,-167.1132684066128,70.2599745385545,98.79794331734058,-314.5315280501837,-337.29806110229936,-167.9454523709514,262.6755092961871,485.08230985540445,413.66416335235033,206.14733930353964,216.50946795763593,-146.1676906767151,281.2508434973272,244.5902321971721,-277.86246614781896,-328.8463562659586,1
1000,465.3399428957432,-497.60244899171056,49.59573861832189,-68.13075311371887,398.96855463416034,-50.618891405460374,-273.57285339161984,-403.3767008052934,131.41129156551074,-461.67525452028946,449.5804671474194,-411.43696878189064,150.33626506935957,-231.00780822738818,136.54581584880304,-212.56137030469182,372.7339632131667,-18.47675240545641,346.0157654250029,388.6023652510012,61.94539420948081,0.05883595364019811,-159.47416201007815,-128.3864357285628,1
1000,-460.80929011873786,-260.1522550667925,132.13829977671878,-80.0393386889956,-174.26395707047448,351.2150159030555,-110.4779794627512,342.93806831865743,-363.3808264998436,-14.969840175999423,-180.39214550294759,346.55253865923726,-47.77934742734135,337.94242239756954,333.2466390888295,16.21129319300644,-152.31704597187831,95.38687675573317,-61.64508725502117,-343.693063437124,-117.79097571962694,63.811776903866416,-474.9992684400379,-94.75429452453687,1
1000,5.80680217177985,375.5970776430838,-393.00091212265573,-223.04925854084314,113.80642061020421,146.6220987459808,-68.60091524144241,270.0541988631592,-58.391309719924095,-305.8686756463935,-35.110347309273095,-281.9131556945892,-447.83587137582725,214.6629801838335,-493.95892391482977,104.45103920455949,495.8425967329388,-345.3413237126083,-247.30581041197007,-46.78783516152083,-344.0683825094436,-115.20790436075077,-161.76336504828504,195.18320140894036,0
1000,-328.31363034321566,498.95325773499474,-308.6846292661447,-276.98103074369055,487.672322000774,-467.3703307293954,-359.0228836699678,34.12583843982941,312.9029159802069,32.38260492129791,418.78423038827145,75.28743035948128,293.65546182947116,313.20888384926775,-91.52501600517206,24.756843339181046,-241.85484150003634,116.87898510172056,-472.25543111849754,-59.53196820201214,-352.4959046453371,-254.08331183186604,-441.93912547131197,231.56481632156317,1
1000,188.87967201198728,93.81151988932254,-160.1404294049508,297.92326330525293,-259.17537730419167,490.13484684915807,46.49353225644222,-387.5367828651446,262.455336973989,226.79700699163868,-350.2998502391473,98.9456461628298,322.26759049845623,-498.02921769949614,-71.38439422241504,447.4932567641831,-60.89873362629572,-494.09263767829015,78.54687655536554,417.6287837742026,-180.02942746448372,-251.82602546956366,-268.99320287654126,433.81443495635324,1
1000,87.9580189478387,-153.2346154677233,411.2844623616222,-173.3520455252808,495.33869650139513,411.4116574302285,202.99347494458357,131.17133896828352,-460.31360793426757,75.82017482379354,-363.39025237828685,466.62419507792515,-240.0992617704768,286.40043416618903,316.70310299000835,227.11949622215604,-425.4194927261229,-312.0913355956869,79.69596256420834,2.8609160050799574,284.9367122797628,-400.136914876075,-200.0807381828896,481.50806099793067,0
1000,204.9022480572487,83.10571770518459,-410.5783985838157,-79.82656087526874,150.94476150835283,-479.1931885242061,-495.5049254880143,-347.6024564772533,89.98282681138642,343.03420525487604,46.38936513924148,298.69640713652575,381.89600391719944,370.49845703187157,56.193369957490745,-247.5307908017862,268.1929773183408,368.5942383751467,374.7706866248967,-322.59743198480476,410.7486130390997,-106.76080605072315,-369.67914079972087,358.2308025968416,1
1000,195.87496659715805,-325.820316849081,417.0665626410639,-422.3019814788346,77.10367741240793,7.02594831985283,445.4529067963085,-70.49494375782996,232.40013245639614,357.94116298313213,99.82064698935994,-263.7650574306805,135.08217732240576,-103.91492458617648,219.01950287328987,-235.95962218065694,-238.59629064079047,-121.51627623705963,384.27101398029333,-186.09353802777719,176.24092725285107,430.10872669730304,-94.03205798425739,61.67813428991576,1
1000,-281.9018711169572,-360.7049066902588,-100.15232168211884,-261.5094676371309,198.09972127710046,343.1089007867862,224.6463225214652,460.63432987734257,32.72962120202101,-460.8599812567965,214.04615609135806,320.13341813460033,246.97506856192524,240.99197570108583,-402.79020365180804,487.96649589407525,2.3017033506316125,-374.6393168062737,360.95559110423653,-377.00356116199674,-119.10999119894728,-433.0498633735773,-464.5792553026014,-46.9315461120641,1
